word,probability
exist,"{-1: 7.79666302822392e-05, 0: 0.0005078720162519045, 1: 0.0001386866375424728}"
france,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
north,"{-1: 0.000389833151411196, 0: 0.0006771626883358727, 1: 0.0005547465501698911}"
conspirator,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
pirate,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.00034671659385618195}"
njalla,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
area,"{-1: 0.000389833151411196, 0: 0.00033858134416793635, 1: 0.0002773732750849456}"
hollywood,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
harden,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
greenlit,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
sony,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
pineapple,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
donate,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
guideline,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00034671659385618195}"
highly,"{-1: 0.0001559332605644784, 0: 0.0005078720162519045, 1: 0.0001386866375424728}"
blame,"{-1: 0.0004677997816934352, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
burglary,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
fame,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
zuckerberg,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
talent,"{-1: 0.0004677997816934352, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
voucher,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
mycrypto,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
islamic,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
petro,"{-1: 0.000779666302822392, 0: 0.00016929067208396818, 1: 0.0004854032313986547}"
invite,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
leningrad,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
abu,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
dhabi,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
model,"{-1: 0.0004677997816934352, 0: 0.00033858134416793635, 1: 0.0002773732750849456}"
bail,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
upbit,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
cancel,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
jp,"{-1: 0.0002338998908467176, 0: 0.0005078720162519045, 1: 0.00034671659385618195}"
morgan,"{-1: 0.0003118665211289568, 0: 0.0005078720162519045, 1: 0.00041605991262741833}"
chief,"{-1: 0.000389833151411196, 0: 0.0006771626883358727, 1: 0.0005547465501698911}"
speak,"{-1: 0.0004677997816934352, 0: 0.00033858134416793635, 1: 0.0004854032313986547}"
stupid,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
tool,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0006240898689411275}"
clone,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
xma,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
gateway,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
become,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.0002773732750849456}"
foxconn,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
ultra,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
phone,"{-1: 0.000389833151411196, 0: 0.0005078720162519045, 1: 0.0002773732750849456}"
sheriff,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
windfall,"{-1: 0.0002338998908467176, 0: 0.0006771626883358727, 1: 0.0001386866375424728}"
student,"{-1: 0.0003118665211289568, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
plead,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
guilty,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
precious,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
metal,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00034671659385618195}"
explain,"{-1: 0.0003118665211289568, 0: 0.00033858134416793635, 1: 0.0002773732750849456}"
ron,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
paul,"{-1: 0.000389833151411196, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
buda,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
sudden,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
embargo,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
colombia,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
shin,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
southeast,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
asian,"{-1: 0.0001559332605644784, 0: 0.0005078720162519045, 1: 0.00020802995631370917}"
window,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
github,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
slayer,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
derek,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
magill,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
electronic,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
defamation,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
member,"{-1: 0.0003118665211289568, 0: 0.00033858134416793635, 1: 0.00034671659385618195}"
allegation,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
mount,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.00041605991262741833}"
tokeniz,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
liquidity,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00041605991262741833}"
samsung,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
armchair,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
detective,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
solve,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
fintech,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.00034671659385618195}"
cartel,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
fan,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
independence,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
late,"{-1: 0.0007016996725401528, 0: 0.0005078720162519045, 1: 0.0006934331877123639}"
creditor,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
rehabilitation,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
october,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
azerbaijan,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
charitystar,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
roger,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
theft,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
cashpay,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
replace,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
backdoor,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
lull,"{-1: 0.0007016996725401528, 0: 0.00033858134416793635, 1: 0.00034671659385618195}"
enjoy,"{-1: 0.0003118665211289568, 0: 0.00033858134416793635, 1: 0.0002773732750849456}"
scambot,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
localbitcoin,"{-1: 0.000389833151411196, 0: 0.0005078720162519045, 1: 0.00020802995631370917}"
uae,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
approf,"{-1: 0.0005457664119756744, 0: 0.00033858134416793635, 1: 0.00041605991262741833}"
microsoft,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
presidential,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
candidate,"{-1: 0.0004677997816934352, 0: 0.0005078720162519045, 1: 0.0001386866375424728}"
boa,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
pra,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
caramba,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
sweden,"{-1: 7.79666302822392e-05, 0: 0.0005078720162519045, 1: 0.00034671659385618195}"
statement,"{-1: 0.0001559332605644784, 0: 0.0006771626883358727, 1: 0.00020802995631370917}"
robin,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
scavenger,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
convict,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
divorce,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
augur,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
prediction,"{-1: 0.000389833151411196, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
street,"{-1: 0.0005457664119756744, 0: 0.0006771626883358727, 1: 0.0005547465501698911}"
wolf,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
ta,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
hycm,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
cfd,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.00034671659385618195}"
lamassu,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
rogue,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
havoc,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
simple,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
pwc,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
tame,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
technology,"{-1: 0.000389833151411196, 0: 0.0006771626883358727, 1: 0.0001386866375424728}"
crimea,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
banhammer,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
embrace,"{-1: 0.000389833151411196, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
provisional,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
landmark,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
largely,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
positive,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
plagiary,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
numerology,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
improvement,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
corruption,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
armenia,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
dan,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
morehead,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
inside,"{-1: 0.0004677997816934352, 0: 0.0006771626883358727, 1: 0.0001386866375424728}"
liberty,"{-1: 0.000389833151411196, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
convenience,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
meme,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
laugh,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
enthusiast,"{-1: 0.0002338998908467176, 0: 0.0005078720162519045, 1: 0.00020802995631370917}"
lamborghinis,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
bitwage,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
payroll,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
additional,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
future,"{-1: 0.0002338998908467176, 0: 0.0005078720162519045, 1: 6.93433187712364e-05}"
pandora,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
box,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
mogul,"{-1: 0.0002338998908467176, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
thursday,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.00041605991262741833}"
trump,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
claw,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
insider,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
ever,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
atari,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
revitalize,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
snail,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
extortion,"{-1: 0.0001559332605644784, 0: 0.0005078720162519045, 1: 6.93433187712364e-05}"
importance,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
decentralization,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
school,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.00034671659385618195}"
coincheck,"{-1: 0.000389833151411196, 0: 0.0005078720162519045, 1: 0.0006240898689411275}"
harness,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
romania,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
eikon,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
fx,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
traffic,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.0002773732750849456}"
dirty,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
civil,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
hear,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.00034671659385618195}"
part,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
import,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0004854032313986547}"
equipment,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
doom,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00034671659385618195}"
hostile,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
questionnaire,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
ag,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
gear,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
cashtippr,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
plugin,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
button,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
integration,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
wordpress,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
finma,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
exodus,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
woman,"{-1: 0.0002338998908467176, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
outlast,"{-1: 0.0002338998908467176, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
exclusively,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
trek,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
toronto,"{-1: 0.0003118665211289568, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
la,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
vegas,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
lie,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
pr,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
specialist,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
opera,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
browser,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.00034671659385618195}"
include,"{-1: 0.0004677997816934352, 0: 0.0005078720162519045, 1: 0.0002773732750849456}"
incompetence,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
stash,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
utxo,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
indonesian,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
alt,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
stockholm,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
enormous,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
pornhub,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
fcoin,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
tran,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
some,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
volatility,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.00041605991262741833}"
lur,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
playboy,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
